word,emotion,color,orientation,sentiment,subjectivity,source
المتوطنة,disgust,green,,negative,,emolex
حقنة شرجية,disgust,,,,,emolex
أحشاء,disgust,,,negative,,emolex
تفوق,disgust,purple,,positive,strong,emolex
مستبعد,disgust,black,,negative,,emolex
إقصاء,disgust,,active,negative,weak,emolex
براز,disgust,brown,,negative,,emolex
إفراز,disgust,,,,,emolex
الفضلات,disgust,brown,,negative,,emolex
بالفشل,disgust,,passive,negative,weak,emolex
دحض,disgust,black,,negative,strong,emolex
زيف,disgust,,,negative,,emolex
هزلي,disgust,black,,negative,strong,emolex
سمين,disgust,brown,,negative,weak,emolex
دهني,disgust,,,negative,weak,emolex
برازي,disgust,,,negative,,emolex
البراز,disgust,brown,,negative,,emolex
رجس,disgust,black,,negative,strong,emolex
قذر,disgust,brown,,negative,strong,emolex
مترهل,disgust,,,negative,,emolex
انتفاخ,disgust,brown,,negative,,emolex
برغوث,disgust,black,,negative,,emolex
لحم,disgust,pink,,,,emolex
هبوط مفاجئ,disgust,,,negative,,emolex
مجنون,disgust,,active,negative,strong,emolex
عجيب,disgust,purple,,negative,strong,emolex
فطر,disgust,yellow,,negative,,emolex
ساذج,disgust,,,negative,,emolex
أسكت,disgust,black,,negative,,emolex
قمامة,disgust,brown,,negative,weak,emolex
متوهج,disgust,,,negative,strong,emolex
الجيلاتين,disgust,,,,,emolex
مروع,disgust,grey,,negative,strong,emolex
الغيت حى اليهود,disgust,,,negative,weak,emolex
بريق,disgust,white,,positive,strong,emolex
تخمة,disgust,,,negative,weak,emolex
نهم,disgust,,,negative,,emolex
بحار,disgust,,,,,emolex
عفريت,disgust,green,,negative,,emolex
ممر ضيق,disgust,,,negative,,emolex
بلا سبب,disgust,,,negative,strong,emolex
اللون الرمادي,disgust,grey,,,,emolex
دهني,disgust,,,negative,,emolex
جشع,disgust,green,,negative,strong,emolex
وسخ,disgust,,,negative,,emolex
وسخ,disgust,black,,negative,,emolex
مروع,disgust,,,negative,strong,emolex
تأوه,disgust,brown,,negative,,emolex
إجمالي,disgust,green,,negative,weak,emolex
شىء متنافر,disgust,,,negative,strong,emolex
بشع,disgust,,,negative,strong,emolex
إثم,disgust,,passive,negative,strong,emolex
تدفق,disgust,,,negative,weak,emolex
القناة الهضمية,disgust,,,,,emolex
مزراب,disgust,brown,,negative,,emolex
عجوز شمطاء,disgust,black,,negative,,emolex
كثير الشعر,disgust,brown,,negative,,emolex
عاهرة,disgust,red,,negative,,emolex
القلبية,disgust,,,,,emolex
نزف,disgust,red,,negative,,emolex
كافر,disgust,,,negative,strong,emolex
الهربس,disgust,,,negative,,emolex
هربس,disgust,,,negative,,emolex
بشع,disgust,green,,negative,strong,emolex
خنزير,disgust,,,negative,,emolex
مروع,disgust,red,,negative,strong,emolex
الهلك سفينة ثقيلة,disgust,,,,,emolex
متواضع,disgust,brown,passive,negative,strong,emolex
مذل,disgust,,,negative,strong,emolex
إذلال,disgust,brown,,negative,strong,emolex
استسقاء,disgust,,,negative,,emolex
تضخم,disgust,,,,,emolex
منافق,disgust,red,,negative,strong,emolex
منافق,disgust,,,negative,strong,emolex
الأبله,disgust,,,negative,strong,emolex
الوثنية,disgust,purple,,negative,,emolex
جاهل,disgust,,,negative,strong,emolex
أمي,disgust,,,negative,weak,emolex
شكك,disgust,,,negative,strong,emolex
غير مهذب,disgust,,,negative,strong,emolex
ملوث,disgust,,,negative,strong,emolex
نجاسة,disgust,brown,,negative,strong,emolex
خاص بسفاح القربى,disgust,,,negative,,emolex
الحضون روح شريرة,disgust,black,,negative,,emolex
غير لائق,disgust,red,,negative,strong,emolex
غير فعال,disgust,brown,,negative,weak,emolex
عدم الكفاءة,disgust,,,negative,weak,emolex
سخافة,disgust,,,negative,strong,emolex
إصابة,disgust,,active,negative,,emolex
معد,disgust,green,,negative,weak,emolex
غزو,disgust,brown,,negative,,emolex
إثم,disgust,,,negative,strong,emolex
سجين,disgust,,,negative,,emolex
عدم الاستقرار,disgust,red,passive,negative,weak,emolex
يستفد,disgust,,passive,positive,weak,emolex
داخلي,disgust,,,positive,,emolex
المعوية,disgust,,,,,emolex
ثمل,disgust,,,negative,,emolex
غير منطقي,disgust,red,passive,negative,strong,emolex
بواب,disgust,green,,,,emolex
يوحنا,disgust,,,negative,,emolex
المحتال,disgust,green,,negative,,emolex
مرثاة,disgust,,active,negative,strong,emolex
سرقة,disgust,,,negative,,emolex
ضخم,disgust,,,,,emolex
المراحيض,disgust,,,negative,,emolex
مثير للضحك,disgust,,,negative,strong,emolex
مرحاض,disgust,,,,,emolex
ملين,disgust,brown,,negative,,emolex
العلق,disgust,,,negative,,emolex
غمز,disgust,,,negative,strong,emolex
ليمون,disgust,yellow,,negative,,emolex
جذام,disgust,,,negative,,emolex
مثليه,disgust,pink,,negative,,emolex
أقل,disgust,,,negative,weak,emolex
قاتل,disgust,black,,negative,weak,emolex
خليع,disgust,,,negative,strong,emolex
كذاب,disgust,black,,negative,strong,emolex
لعق,disgust,,active,negative,,emolex
اشمئزاز,disgust,,,negative,strong,emolex
مرحاض,disgust,,,negative,,emolex
الوغد,disgust,,,negative,,emolex
اللورد,disgust,,,negative,,emolex
قملة,disgust,,,negative,,emolex
محفر,disgust,,,negative,,emolex
متوهج,disgust,red,,negative,strong,emolex
الوفرة,disgust,green,,negative,strong,emolex
يرقة,disgust,white,,negative,,emolex
ملاريا,disgust,,,negative,,emolex
المخالفات,disgust,,,negative,,emolex
الحكاك,disgust,,,negative,,emolex
سماد,disgust,brown,,negative,,emolex
المادي,disgust,,,negative,,emolex
الحصبة,disgust,,,negative,,emolex
تعبث,disgust,brown,,negative,strong,emolex
فوضوي,disgust,brown,,negative,weak,emolex
العفن الفطري,disgust,black,,negative,,emolex
مستنقع,disgust,brown,,negative,strong,emolex
سوء السلوك,disgust,grey,,negative,,emolex
المضللين,disgust,,,negative,strong,emolex
حادث,disgust,brown,,negative,strong,emolex
عدم ثقة,disgust,,active,negative,strong,emolex
العثه,disgust,,,negative,,emolex
سخرية,disgust,,,negative,strong,emolex
أحادية اللون,disgust,,,negative,,emolex
مشرحة,disgust,,,negative,,emolex
جرعة,disgust,,,,,emolex
طين,disgust,brown,,negative,,emolex
مخاطي,disgust,yellow,,,,emolex
مخاط,disgust,green,,,,emolex
موحل,disgust,brown,,negative,weak,emolex
مظلم,disgust,brown,,negative,weak,emolex
عفن,disgust,brown,,negative,,emolex
المشوهة,disgust,,,negative,,emolex
مجهول,disgust,grey,,negative,,emolex
شراب مسكر,disgust,brown,,negative,,emolex
غثيان,disgust,green,,negative,,emolex
بالغثيان,disgust,green,,negative,,emolex
شائن,disgust,,,negative,strong,emolex
العصابي,disgust,,,negative,strong,emolex
النيكوتين,disgust,,,negative,,emolex
أنف,disgust,,,,,emolex
ضار,disgust,black,,negative,,emolex
بدين,disgust,,,negative,strong,emolex
بدانة,disgust,,,negative,,emolex
اوبي,disgust,,,negative,,emolex
فاحش,disgust,black,,negative,strong,emolex
غامض,disgust,black,,negative,,emolex
أخطبوط,disgust,,,,,emolex
غرائب,disgust,grey,,negative,strong,emolex
غول,disgust,green,,negative,,emolex
طين,disgust,green,,negative,,emolex
منبوذ,disgust,grey,,negative,strong,emolex
مبنى خارجي,disgust,brown,,negative,,emolex
شلل,disgust,,,negative,,emolex
طفيلي,disgust,,,negative,weak,emolex
ببغاء,disgust,,,negative,,emolex
مثير للشفقة,disgust,,,negative,strong,emolex
عرق,disgust,,,,,emolex
جاحد,disgust,,,negative,strong,emolex
وباء,disgust,,,negative,,emolex
البترول,disgust,,,negative,,emolex
بلغم,disgust,green,,negative,,emolex
خنزير,disgust,pink,,negative,,emolex
سير,disgust,brown,,negative,,emolex
بثرة,disgust,,,negative,,emolex
متظاهر بالتقوى,disgust,,,positive,strong,emolex
سرقة أدبية,disgust,black,,negative,,emolex
طاعون,disgust,black,,negative,strong,emolex
تسمم,disgust,green,,negative,,emolex
سياسي,disgust,,,positive,,emolex
تلوث,disgust,,active,negative,weak,emolex
التلوث,disgust,,,negative,,emolex
تعدد الزوجات,disgust,,,negative,,emolex
أبهى,disgust,purple,,negative,strong,emolex
إباحية,disgust,,,negative,,emolex
إباحية,disgust,,,negative,,emolex
حمل,disgust,yellow,,negative,,emolex
متحامل,disgust,black,,negative,,emolex
مد,disgust,black,active,negative,,emolex
الملاحقة القضائية,disgust,black,active,negative,,emolex
بائعة هوى,disgust,black,,negative,,emolex
بغاء,disgust,black,,negative,,emolex
تقيؤ,disgust,green,,,,emolex
لاذع,disgust,,,negative,,emolex
المطهر,disgust,,,negative,,emolex
صديد,disgust,,,negative,,emolex
الدجال,disgust,yellow,,negative,strong,emolex
مستنقع,disgust,black,,negative,,emolex
مشكوك فيه,disgust,,,negative,strong,emolex
رايات,disgust,,,negative,,emolex
زنخ,disgust,,,negative,,emolex
طفح جلدي,disgust,red,,negative,strong,emolex
فأر,disgust,,,negative,weak,emolex
ارتداد,disgust,,,negative,,emolex
ارتجاع,disgust,,,,,emolex
بقايا,disgust,,,negative,,emolex
طارد,disgust,,,negative,,emolex
صد,disgust,,,negative,,emolex
تنافر,disgust,,,negative,,emolex
تأخير,disgust,brown,active,negative,weak,emolex
قسوة,disgust,black,,negative,weak,emolex
السارق,disgust,black,,negative,,emolex
محتال,disgust,,,negative,strong,emolex
تعفن,disgust,brown,passive,negative,weak,emolex
المتعفنة,disgust,,,negative,,emolex
قمامة,disgust,,,negative,strong,emolex
التضحيات,disgust,,,negative,,emolex
مشبع,disgust,,,negative,,emolex
شخص حقير,disgust,,active,negative,,emolex
زبد,disgust,brown,,negative,strong,emolex
تفرز,disgust,,,,,emolex
إفراز,disgust,,,negative,,emolex
عفن,disgust,,,negative,,emolex
أفعى,disgust,green,,negative,,emolex
ذليل,disgust,,,negative,,emolex
مياه المجاري,disgust,brown,,negative,,emolex
الصرف الصحي,disgust,brown,,,,emolex
مجاري,disgust,brown,,negative,,emolex
رث,disgust,brown,,negative,strong,emolex
كوخ,disgust,brown,,negative,,emolex
عار,disgust,,passive,negative,strong,emolex
وقح,disgust,,,negative,strong,emolex
شنغهاي,disgust,,,negative,,emolex
مرض,disgust,,passive,negative,weak,emolex
غث,disgust,green,passive,negative,strong,emolex
مرض,disgust,,passive,negative,weak,emolex
مذنب,disgust,,,negative,,emolex
سال لعابه,disgust,green,,negative,strong,emolex
غروي,disgust,,,negative,,emolex
اندلق,disgust,brown,,negative,,emolex
قذر,disgust,brown,,negative,strong,emolex
كسل,disgust,brown,,negative,strong,emolex
الحمأة الناتجة,disgust,black,,negative,,emolex
رخوي,disgust,,,negative,weak,emolex
حي الفقراء,disgust,black,,negative,,emolex
طين,disgust,grey,,negative,,emolex
رائحة,disgust,,,negative,weak,emolex
سخام,disgust,,,negative,strong,emolex
ثعبان,disgust,green,,negative,,emolex
عطس,disgust,,,negative,,emolex
اشتراكية,disgust,red,,,,emolex
تربة,disgust,black,,negative,,emolex
ملطخ,disgust,brown,,negative,,emolex
السخام,disgust,black,,negative,,emolex
وجع,disgust,red,,negative,weak,emolex
لا إنساني,disgust,,,negative,,emolex
حامض,disgust,,,negative,weak,emolex
بقعة,disgust,,,negative,,emolex
تقيأ,disgust,,,negative,,emolex
عنكبوت,disgust,black,,,,emolex
بصاق,disgust,,,,,emolex
يفسد,disgust,,,negative,strong,emolex
زائف,disgust,,,negative,strong,emolex
شديد الحساسية,disgust,,,negative,,emolex
تشنج,disgust,,,negative,strong,emolex
وصمة,disgust,,passive,negative,weak,emolex
المماطلة,disgust,,,negative,,emolex
سرقة,disgust,black,,negative,weak,emolex
لزج,disgust,,,negative,weak,emolex
نتن,disgust,brown,,negative,strong,emolex
كريه الرائحة,disgust,brown,,negative,strong,emolex
معدة,disgust,pink,,,,emolex
كرسي بلا ظهر أو ذراعين,disgust,brown,,negative,,emolex
مكان قذر,disgust,brown,,negative,strong,emolex
تخريب,disgust,,active,negative,weak,emolex
معاناة,disgust,grey,,negative,strong,emolex
خانق,disgust,,,negative,,emolex
مستنقع,disgust,brown,,,,emolex
غرقت,disgust,,passive,negative,,emolex
مستنقع,disgust,,,negative,,emolex
المستنقعات,disgust,green,,negative,,emolex
سرب,disgust,black,,,,emolex
جرعة كبيرة,disgust,brown,,negative,,emolex
خنزير,disgust,,,negative,,emolex
محرم,disgust,black,,negative,strong,emolex
تلطخ,disgust,brown,,negative,weak,emolex
لا طعم له,disgust,grey,,negative,,emolex
أسمر مصفر,disgust,brown,,,,emolex
مدمع,disgust,pink,,,,emolex
مزدحم,disgust,,,,,emolex
نمل أبيض,disgust,brown,,negative,,emolex
الكزاز,disgust,,,negative,,emolex
تقتير,disgust,,,positive,weak,emolex
العلجوم,disgust,,,negative,,emolex
الحمام,disgust,brown,,negative,,emolex
سام,disgust,,,negative,weak,emolex
متشرد,disgust,brown,,negative,strong,emolex
قمامة، يدمر، يهدم,disgust,brown,,negative,,emolex
ملىء بالقمامة,disgust,black,,negative,,emolex
صورة زائفة,disgust,black,,negative,strong,emolex
قبح,disgust,,,negative,strong,emolex
البشعة,disgust,,,negative,strong,emolex
غير جذاب,disgust,,,negative,strong,emolex
لا يطاق,disgust,black,,negative,strong,emolex
غير نظيفة,disgust,brown,,negative,strong,emolex
غير معقول,disgust,,,negative,,emolex
غير مستقر,disgust,,,negative,strong,emolex
غير مخلص,disgust,,,negative,strong,emolex
غير ملائمة,disgust,,,negative,strong,emolex
غير صحي,disgust,,,negative,weak,emolex
أهوج,disgust,,,negative,,emolex
غير طبيعي,disgust,,,negative,weak,emolex
غير سارة,disgust,black,,negative,strong,emolex
غير شعبي,disgust,,,negative,strong,emolex
غير مرض,disgust,,,negative,weak,emolex
غير مقنع,disgust,,,negative,,emolex
بشع,disgust,,,negative,,emolex
غير مرتب,disgust,brown,,negative,,emolex
غير مغسولة,disgust,,,negative,,emolex
غير مستحق,disgust,,,negative,strong,emolex
فارغ,disgust,white,,negative,,emolex
عبثا,disgust,,,negative,strong,emolex
الحماق,disgust,,,negative,,emolex
نام,disgust,green,,negative,,emolex
حويصلي,disgust,grey,,,,emolex
قيء,disgust,,,negative,weak,emolex
مبتذل,disgust,,,negative,strong,emolex
شخص جشع,disgust,black,,negative,,emolex
تخبط,disgust,brown,active,negative,weak,emolex
ثؤلول,disgust,,,negative,,emolex
المخلفات,disgust,brown,,negative,weak,emolex
تبذير,disgust,,,negative,,emolex
عجيب,disgust,purple,,negative,strong,emolex
أنين,disgust,,,negative,strong,emolex
عاهرة,disgust,,,negative,,emolex
شر,disgust,black,,negative,strong,emolex
واهن,disgust,yellow,,negative,,emolex
ذابل,disgust,grey,,negative,,emolex
ويل,disgust,,,negative,strong,emolex
يرثى له,disgust,black,,negative,strong,emolex
تدهور,disgust,,,negative,strong,emolex
ردئ,disgust,,,negative,strong,emolex
مهجور,anger,black,,negative,weak,emolex
التخلي عن,anger,black,,negative,weak,emolex
مقت,anger,black,passive,negative,strong,emolex
مكروه,anger,,,negative,strong,emolex
إلغاء,anger,,active,negative,weak,emolex
رجس - مقت شديد، عمل بغيض,anger,black,,negative,strong,emolex
إساءة,anger,black,active,negative,weak,emolex
ملعون,anger,black,,negative,strong,emolex
اتهام,anger,,,negative,strong,emolex
المتهم,anger,red,,negative,,emolex
المتهم,anger,black,,negative,,emolex
اتهام,anger,,,negative,strong,emolex
موجب لإقامة دعوى,anger,,,negative,,emolex
خصم,anger,black,,negative,weak,emolex
معاكس,anger,,,negative,weak,emolex
محنة,anger,black,,negative,strong,emolex
مرافعة,anger,red,,positive,strong,emolex
إهانة,anger,red,,negative,strong,emolex
بعد,anger,,,negative,,emolex
تتفاقم,anger,,,negative,,emolex
مزعج,anger,,,negative,strong,emolex
التفاقم,anger,red,active,negative,strong,emolex
عدوان,anger,,active,negative,strong,emolex
العدواني,anger,red,active,negative,strong,emolex
معتدي,anger,,,negative,strong,emolex
هائج,anger,,,negative,strong,emolex
الإثارة,anger,,active,negative,strong,emolex
سكرة,anger,red,,negative,strong,emolex
إدمان الكحول,anger,black,,negative,,emolex
ينفر,anger,,,negative,weak,emolex
عزلة,anger,green,,negative,weak,emolex
ادعاء,anger,,,negative,strong,emolex
مشادة,anger,,,negative,weak,emolex
