words,emotion,color,orientation,sentiment,subjectivity,source
غير مؤلم,surprise,,,positive,weak,opinion
رسم,anticipation,,active,,,inquirer
لوحة,anticipation,orange,,,,colour
لباس نوم,anticipation,pink,,,,colour
علم المتحجرات,anticipation,grey,,,,colour
تتضاءل,anticipation,,,negative,,opinion
البلاديوم,anticipation,white,,,,colour
البليت,anticipation,brown,,,,colour
هدأ,surprise,,,positive,strong,mpqa
دلل,joy,pink,active,positive,weak,opinion
المدللة,anticipation,,,positive,,opinion
بامبرز,anticipation,,,positive,,opinion
ترياق,anticipation,,,positive,,emolex
القواد,anticipation,,,negative,,opinion
القوادة,Disgust,,,negative,,opinion
القوادون,anticipation,,,negative,,opinion
فن التمثيل الإيمائي,anticipation,white,,,,colour
بنطال,anticipation,blue,,,,colour
بابوية,anticipation,white,,,,colour
بابوي,anticipation,white,,,,colour
ورقة,anticipation,white,,,,colour
فلفل أحمر,anticipation,,,positive,,emolex
قدم المساواة,anticipation,green,,,,colour
المثل,anticipation,white,,,,colour
الجنة,joy,,,positive,strong,opinion
إختلاف المنظر,anticipation,black,,,,colour
موازى,anticipation,green,,,,colour
تماثل,anticipation,grey,,,,colour
شرح النص,anticipation,grey,,negative,,emolex
جزء,anticipation,brown,,,,colour
المخطوطات,anticipation,white,,,,colour
استميحك عذرا,trust,purple,active,positive,strong,emolex
الأبوين,anticipation,white,,,,colour
أصل,anticipation,,,positive,,emolex
شخص منبوذ,sadness,,,negative,strong,opinion
منتزه,anticipation,green,passive,,,inquirer
محاكاة ساخرة,joy,,,negative,strong,opinion
تفاد,anticipation,black,,,,colour
شديد البخل,anticipation,,,negative,,emolex
تقتير,anticipation,green,,,,colour
بقدونس,anticipation,green,,,,colour
كاهن,anticipation,black,,,,colour
جزء,anticipation,brown,active,,,inquirer
جزئيا,anticipation,grey,,,,colour
مشارك,anticipation,,active,,,inquirer
مشاركة,anticipation,,active,,,inquirer
مشاركة,anticipation,,active,positive,,emolex
خصوصا,anticipation,,,,weak,mpqa
نصير,trust,,,negative,strong,emolex
أنصار,trust,,,negative,strong,opinion
تقسيم,anticipation,grey,,,,colour
شريك,anticipation,white,,positive,,emolex
تناولوا,anticipation,,active,,,inquirer
أجزاء,anticipation,blue,,,,colour
نظام تقييم الأداء,anticipation,pink,,,,colour
البشري,anticipation,,active,positive,,inquirer
سلبية,anticipation,,,negative,,emolex
معجون,anticipation,white,,,,colour
فاتح اللون,anticipation,pink,,,,colour
تسلية,anticipation,,,positive,,emolex
مرعى,anticipation,green,,positive,,emolex
تصحيح,anticipation,green,active,negative,,emolex
عقل,anticipation,grey,,,,colour
براءة الإختراع,anticipation,red,,positive,,emolex
أبوة,anticipation,blue,,,,colour
مسار,anticipation,brown,,,,colour
مثير للشفقة,sadness,,,negative,strong,opinion
تراث,anticipation,brown,,,,colour
الوطني,trust,,,positive,strong,opinion
وطني,trust,,,positive,strong,opinion
رعايته,anticipation,,,negative,,emolex
الفقراء المعدمين,sadness,,,negative,strong,opinion
مهد,anticipation,black,,,,colour
رصف,anticipation,grey,,,,colour
دافع,anticipation,green,,,,colour
دفع,anticipation,green,,negative,,emolex
بازيلا,anticipation,green,,,,colour
مسالم,trust,white,,positive,strong,emolex
سلميا,trust,,,positive,weak,opinion
قوات حفظ السلام,trust,,,positive,weak,opinion
خوخ,anticipation,,,positive,,opinion
الطاووس,anticipation,purple,,positive,,emolex
قمة,anticipation,purple,,,,colour
لؤلؤة,anticipation,white,,,,colour
أقلق,anticipation,,,positive,,emolex
غريب,fear,,,negative,strong,opinion
خصوصيات,anticipation,,,negative,,emolex
الخصوصية,anticipation,purple,,positive,,emolex
من الغريب,surprise,,,negative,strong,opinion
متحذلق,Disgust,,,negative,strong,opinion
قشر,anticipation,orange,active,,,inquirer
مقشر,anticipation,,,negative,,opinion
النظير,anticipation,yellow,,,,colour
منقطع النظير,trust,grey,,positive,strong,emolex
غيظ,anger,,,negative,strong,opinion
منزعج,anger,,,negative,strong,opinion
نكد,fear,,,negative,strong,opinion
البحرية,anticipation,blue,,,,colour
معاقبة,anger,,,negative,strong,opinion
ميل,anticipation,,,positive,,emolex
قلم,anticipation,yellow,,,,colour
يعتمدون,anticipation,,passive,,,inquirer
اخترق,anticipation,,active,,,inquirer
شبه جزيرة,anticipation,brown,,,,colour
تائب,trust,,,positive,strong,mpqa
راية,anticipation,red,,,,colour
قبل الأخير,anticipation,white,,,,colour
حيوية,anticipation,,,positive,,opinion
مفعم بالحيوية,anticipation,,,positive,,opinion
ممثلي المخاطر,anticipation,,,positive,,opinion
النسبة المئوية,anticipation,grey,,,,colour
ملموس,anticipation,,,positive,,emolex
المعرفة,anticipation,,passive,,,inquirer
التصورات,anticipation,,,,strong,mpqa
فهيم,trust,yellow,,positive,strong,mpqa
جثم,anticipation,yellow,,,,colour
آمري,anticipation,grey,,,,colour
الكمالية,anticipation,,,positive,,inquirer
الكمال,anticipation,,,positive,,inquirer
غدار,anger,,,negative,strong,opinion
مثقب,anticipation,white,,,,colour
بحكم الضرورة,anticipation,grey,,,,colour
نفذ,anticipation,,active,,,inquirer
أداء,anticipation,,active,,,inquirer
مؤد,anticipation,white,active,positive,,emolex
عطر,anticipation,pink,,positive,,inquirer
سطحي,Disgust,,,negative,strong,opinion
ربما,anticipation,,,,strong,mpqa
الزبرجد حجر كريم,joy,green,,,,colour
فيه خطورة,fear,,,negative,weak,opinion
فترة,anticipation,black,,,,colour
ضائع,anticipation,,,negative,,emolex
رفع معنوياته,anticipation,green,,positive,,emolex
دوام,anticipation,black,,,,colour
جائز,anticipation,,,positive,weak,opinion
الإذن,anticipation,,passive,positive,,emolex
تصريح,anticipation,green,passive,positive,,inquirer
دائم,anticipation,white,,,,colour
الدوام,anticipation,grey,,,,colour
استمرار,anticipation,,,negative,,emolex
حير,surprise,,,negative,strong,opinion
متحير,surprise,,,negative,strong,emolex
مربك,fear,,,negative,strong,opinion
مثابرة,trust,,active,positive,strong,opinion
ثابر,trust,,active,positive,strong,opinion
ثابر,joy,grey,active,,,inquirer
شخصية,anticipation,,,positive,,opinion
تجسيد,anticipation,green,,,,colour
إنطباع,anticipation,yellow,,,weak,mpqa
نقي,trust,,,positive,strong,mpqa
إقناع,anticipation,green,,,,colour
السعال الديكي,anticipation,,,negative,,emolex
منتشرة,surprise,,,negative,strong,opinion
معاكس,surprise,,,negative,strong,opinion
تحجرت,surprise,,,negative,strong,opinion
تسمر في مكانه,surprise,,,negative,strong,opinion
الأدوية,anticipation,,,positive,,emolex
صيدلاني,anticipation,white,,,,colour
علم العقاقير,anticipation,white,,,,colour
مرحلة,anticipation,white,,,,colour
الفلسفية,anticipation,white,,,,colour
تفلسف,anticipation,,,,strong,mpqa
عنقاء,anticipation,red,,positive,,emolex
هاتف,anticipation,yellow,,,,colour
دراسات لغويه,anticipation,green,,positive,,emolex
فوسفور,anticipation,yellow,,,,colour
صورة فوتوغرافية,anticipation,blue,,,,colour
التصوير,anticipation,white,,,,colour
المضوائية,anticipation,white,,,,colour
العبارة,anticipation,white,,,,colour
علوم فيزيائية,anticipation,,,positive,,emolex
علم وظائف الأعضاء,anticipation,red,,positive,,emolex
بنية الجسم,anticipation,,,positive,,emolex
بيانو,anticipation,black,,,,colour
قطف او يقطف,anticipation,grey,active,positive,,emolex
مرابط,anticipation,,,negative,,opinion
الأوتاد,anticipation,,,negative,,opinion
ورطة,anticipation,green,,negative,,emolex
من الصعب إرضاءه,surprise,,,negative,strong,opinion
صورة,anticipation,blue,,,,colour
فطيرة,anticipation,brown,,,,colour
قطعة,anticipation,,active,,,inquirer
رصيف بحري,anticipation,blue,,,,colour
حمامة,anticipation,grey,,negative,,emolex
الخنازير,Disgust,,,negative,,opinion
خط انابيب,anticipation,grey,,,,colour
قرصنة,anticipation,black,,negative,,emolex
حوض السباحة,anticipation,grey,,,,colour
مسدس,fear,grey,,negative,,emolex
حفرة,surprise,brown,active,,,inquirer
مبلغ زهيد,surprise,,,negative,strong,opinion
محوري,anticipation,,,,weak,mpqa
استرضاء,surprise,,,positive,strong,mpqa
انتحل,surprise,,,negative,strong,opinion
مربع النقش,anticipation,red,,,,colour
مدعى,anticipation,,,negative,,emolex
طائرة,anticipation,,active,,,inquirer
كوكب,anticipation,green,,,,colour
القبة السماوية,anticipation,black,,,,colour
نبات,anticipation,white,active,,,inquirer
مزرعة,anticipation,green,,,,colour
زارع,anticipation,brown,,,,colour
يزرع,anticipation,green,,,,colour
جص,anticipation,white,,,,colour
بلاستيكي,anticipation,,,negative,,opinion
هضبة,anticipation,brown,,,,colour
مطلي,anticipation,yellow,,negative,,emolex
تصفيح,anticipation,yellow,,,,colour
طبق كبير,anticipation,white,,,,colour
لعب,joy,,active,,,inquirer
زميل في اللعب,anticipation,,,positive,,inquirer
ألعوبة,anger,,,negative,strong,opinion
الكاتب المسرحي,anticipation,white,,,,colour
ساحة عامة,anticipation,red,,,,colour
تضرع,anticipation,,passive,,strong,mpqa
مرافعة,anticipation,,,,strong,mpqa
بكل سرور,joy,,,positive,strong,opinion
تعهد,anticipation,white,,,,colour
تعهدات,anticipation,,,positive,strong,mpqa
وافر,trust,,,positive,weak,emolex
وفرة,trust,red,,positive,strong,mpqa
ضفيرة,anticipation,,,positive,,emolex
كماشة,anticipation,grey,,,,colour
عارضة,anticipation,grey,,,,colour
التهادي,anticipation,,active,,,inquirer
التثاقل,anticipation,,,negative,,emolex
المتآمرون,Disgust,,,negative,strong,opinion
محراث,anticipation,brown,,,,colour
محروث,anticipation,brown,,,,colour
الزقزاق,anticipation,white,,,,colour
محراث,anticipation,brown,active,,,inquirer
محروث,anticipation,brown,,,,colour
حيلة,fear,,,negative,strong,opinion
نتف,anticipation,green,,,,colour
قابس كهرباء,anticipation,,active,,,inquirer
وظيفة محترمة,anticipation,purple,,positive,,emolex
راسيا,anticipation,grey,,positive,,emolex
ريشة,anticipation,blue,,,,colour
الغانم,surprise,,,negative,strong,opinion
جمع,anticipation,green,,,,colour
الإيجابيات,anticipation,,,positive,,opinion
أفخم,joy,,,positive,strong,emolex
نواقص,anticipation,,,positive,,opinion
قرطاس,anticipation,,,positive,,emolex
جراب,anticipation,green,,,,colour
قصيدة,anticipation,purple,,,,colour
شاعر,anticipation,white,,,,colour
شاعري,joy,,,positive,strong,opinion
شاعرية,joy,grey,,,,colour
مثير للمشاعر,joy,,,positive,strong,opinion
نقطة,anticipation,,active,,weak,mpqa
بحدة,anticipation,,,positive,,emolex
مؤشر,anticipation,brown,,,,colour
لعبة البوكر,anticipation,red,,,,colour
سجن,anticipation,,,negative,,opinion
متواني,anticipation,,,negative,,opinion
قطبي,anticipation,white,,,,colour
عمود,anticipation,brown,,,,colour
بركة ماء,anticipation,blue,,,,colour
تأمل,anticipation,,passive,,strong,mpqa
ثقيل,anticipation,,,negative,,emolex
عوامة,anticipation,brown,,,,colour
مهر,anticipation,brown,,,,colour
بودل,anticipation,white,,,,colour
حوض السباحة,anticipation,blue,,positive,,emolex
فقير,sadness,,passive,negative,weak,opinion
أكثر فقرا,anticipation,,,negative,,opinion
أفقر,anticipation,,,negative,,opinion
سيئة,Disgust,,,negative,strong,emolex
بابا الفاتيكان,anticipation,white,,positive,,emolex
شعبية,anticipation,,,positive,,emolex
تعداد السكان,anticipation,,,positive,,emolex
مزدحم,anticipation,,,positive,,inquirer
الخزف,anticipation,white,,,,colour
رواق,anticipation,brown,,,,colour
النيص,anticipation,brown,,negative,,emolex
لحم خنزير,Disgust,pink,,,,colour
الإباحية,Disgust,,,negative,,emolex
إباحي,Disgust,,,negative,,emolex
المسامية,anticipation,grey,,,,colour
ميناء,anticipation,blue,,,,colour
وصف,anticipation,grey,,,,colour
يشير إلى,anticipation,grey,passive,negative,,emolex
ممكن,anticipation,,,,weak,mpqa
ربما,anticipation,,,,weak,mpqa
بريد,anticipation,,active,,,inquirer
لاحق,anticipation,brown,,,,colour
الأجيال القادمة,posoa,,,positive,weak,mpqa
تأجيل,anticipation,,active,,,inquirer
يفترض,anticipation,blue,,,,colour
وضع,anticipation,blue,,,weak,mpqa
المواقف,surprise,,,negative,strong,opinion
صالح للشرب,anticipation,,,positive,,emolex
رجولية,anticipation,red,,positive,,emolex
الطعام المتوفر,anticipation,brown,,,,colour
خزاف,anticipation,grey,,,,colour
كيس,anticipation,brown,,,,colour
دواجن,anticipation,yellow,,,,colour
يصب,anticipation,blue,active,,,inquirer
تجهم,surprise,,,negative,strong,opinion
مسحوق,anticipation,white,,,,colour
ناعم,joy,white,,,,colour
قوة,anticipation,,,,weak,mpqa
جدري,anticipation,red,,,,colour
عمليا,trust,,,positive,weak,mpqa
عملي,trust,,,positive,weak,mpqa
عمليا,anticipation,yellow,,,weak,mpqa
ممارسة,anticipation,,active,positive,,emolex
مشيدا,trust,,,positive,strong,opinion
وثبة,anticipation,,active,positive,,inquirer
هذر,surprise,,,negative,strong,opinion
احتياط,trust,,,positive,strong,emolex
الاحتياطات,trust,,,positive,strong,mpqa
سبق,anticipation,grey,,positive,,emolex
سابقة,joy,,,positive,weak,mpqa
وصية,anticipation,,,positive,,inquirer
السبق,anticipation,blue,,,,colour
منطقة,anticipation,,,negative,,emolex
مفترس,fear,black,,negative,weak,emolex
قابل للتنبؤ,anticipation,,,,weak,mpqa
ميالا,anticipation,blue,,,,colour
سيطر,anticipation,red,,,,colour
البارز,trust,,,positive,weak,emolex
الشفعة,anticipation,white,,,,colour
مقدمة,anticipation,white,,,,colour
أفضل,prsor,,,positive,strong,opinion
ويفضل,prsor,,,positive,strong,opinion
يفضل,anticipation,,,positive,,opinion
تفضيل,trust,,,positive,strong,mpqa
التفضيل,anticipation,,,positive,,opinion
تفضل,anticipation,,,positive,,opinion
اختصار,anticipation,black,,,,colour
حكم مسبقا,fear,,,negative,strong,opinion
التحيزات,anticipation,,,negative,,opinion
الرائدة,trust,,,positive,weak,emolex
فرضية,anticipation,,,positive,,inquirer
مبنى,anticipation,,,positive,,emolex
علاوة,surprise,,,positive,weak,mpqa
انشغل,anticipation,,,negative,weak,opinion
مناف للعقل,anger,,,negative,strong,opinion
غير معقول,surprise,,,negative,strong,opinion
حضور,anticipation,white,,positive,,emolex
أنيق,anticipation,green,,positive,,emolex
التقديم,anticipation,,,negative,,emolex
حفظ,anticipation,green,,,,colour
الحفاظ على,anticipation,,active,positive,,emolex
ترأس,anticipation,,active,,,inquirer
مزعوم,anticipation,,,negative,,emolex
تظاهر,fear,,,negative,strong,emolex
الذرائع,anticipation,,,negative,,emolex
على نحو جميل,joy,,,positive,strong,opinion
وقائي,anticipation,,,negative,,emolex
السعر,anticipation,green,,,,colour
لا يقدر بثمن,joy,,,positive,strong,emolex
الثمن,trust,,,negative,weak,opinion
سعرا,trust,,,negative,,opinion
وخز,surprise,,,negative,strong,opinion
الأشواك,surprise,,,negative,strong,opinion
شائك,anticipation,,,negative,,emolex
فخور,trust,,,negative,strong,opinion
أعلن,anticipation,,,,strong,mpqa
إعلان,anticipation,purple,,,,colour
ماطل,anger,,active,negative,strong,emolex
هجة,anticipation,,,negative,,opinion
مماطلة,anger,grey,,negative,strong,emolex
إنجاب,anticipation,pink,,,,colour
السلطة,anticipation,green,active,positive,,emolex
مبذر,anticipation,,,negative,,emolex
معجزة,anticipation,,,positive,strong,emolex
إنتاج,anticipation,,active,,,inquirer
منتج,anticipation,,,positive,,emolex
إنتاج,anticipation,green,,positive,,emolex
مثمر,anticipation,,,positive,,opinion
إنتاجية,anticipation,,,positive,,emolex
صرح,surprise,yellow,active,positive,strong,mpqa
مهنة,anticipation,,,positive,,emolex
مد يده,anticipation,,active,positive,,inquirer
ببراعة,joy,,,positive,strong,opinion
الملف الشخصي,anticipation,grey,,,,colour
ربح,anticipation,green,,positive,weak,mpqa
مربح,anticipation,,,positive,weak,mpqa
عميق,anticipation,,,positive,strong,opinion
عميق,anticipation,,,positive,strong,opinion
غزير,anticipation,,,positive,strong,emolex
بغزارة,anticipation,,,positive,strong,mpqa
وفرة,anticipation,,,negative,strong,emolex
تكهن,anticipation,,,,strong,mpqa
برنامج,anticipation,,active,,,inquirer
برنامج,anticipation,white,,,,colour
غزير الإنتاج,surprise,green,,positive,weak,emolex
فترة طويلة,anticipation,grey,,,,colour
الشهرة,joy,,,positive,weak,emolex
وعد,anticipation,,,positive,,opinion
وعود,anticipation,,,positive,,opinion
واعد,prsor,pink,,positive,strong,emolex
تروج \ يشجع \ يعزز \ ينمى \ يطور,anticipation,red,active,,,inquirer
المروجين,fear,,,positive,strong,opinion
ترقية وظيفية,anticipation,white,,positive,,emolex
مستعجل,surprise,,,positive,weak,opinion
عرضة,anticipation,blue,,,,colour
نطق,anticipation,white,,,,colour
دعم,anticipation,,,positive,,emolex
دعاية,surprise,,,negative,strong,emolex
قام بالدعاية,surprise,,,negative,strong,opinion
بث,anticipation,pink,,,,colour
نشر,anticipation,green,,,,colour
دفع,anticipation,grey,,,,colour
الدفع,anticipation,blue,,,,colour
تنبأ,anticipation,,,,strong,mpqa
نسبة,anticipation,grey,,,,colour
متناسب,anticipation,,,,weak,mpqa
متناسب,anticipation,,,,weak,mpqa
اقتراح,anticipation,pink,active,,,inquirer
اقترح,anticipation,,active,,,inquirer
اقتراح,anticipation,,,positive,,emolex
امتلاكي,anticipation,,,negative,,opinion
حق الملكية,anticipation,green,,,,colour
استقامة,anticipation,,,positive,,inquirer
الايجابيات,anticipation,,,positive,,opinion
نثر,anticipation,grey,,,,colour
احتمال,anticipation,,,positive,weak,emolex
محتمل,anticipation,white,,,,colour
آفاق,trust,,,positive,weak,mpqa
ازدهار,trust,green,,positive,weak,emolex
وقفة احتجاجية,anger,green,active,negative,strong,opinion
احتج,anger,,,negative,,opinion
احتجاجا,anger,,,negative,,opinion
الاحتجاجات,anger,,,negative,weak,opinion
ضرب به المثل,anticipation,,,positive,,emolex
يثبت,anticipation,,,positive,,opinion
العناية الإلهية,trust,white,,positive,strong,opinion
ريفي,anticipation,green,,,,colour
إثبات,anticipation,,,positive,,opinion
استفزازي,anger,,,negative,strong,opinion
يستفز,anger,,active,negative,strong,opinion
عميد,anticipation,grey,,,,colour
شجاعة,trust,,,positive,strong,opinion
على مقربة,anticipation,white,,,,colour
التعقل,trust,,,positive,weak,emolex
بحكمة,trust,,,positive,strong,opinion
تقليم,anticipation,purple,,,,colour
المتطفل,anticipation,,,negative,,emolex
مزمور,anticipation,white,,positive,,emolex
إسم مستعار,anticipation,white,,,,colour
منشور,anticipation,black,,,,colour
الخبير في القانون الدولي,trust,,,negative,,emolex
نشر,anticipation,white,active,,,inquirer
نشرت,anticipation,white,,,,colour
الناشر,anticipation,black,,,,colour
نفخة,anticipation,white,,,,colour
سمين,anticipation,pink,,negative,,emolex
منبر الوعظ,trust,,,positive,,emolex
نبض,anticipation,red,,,,colour
مضخة,anticipation,,active,,,inquirer
لعبة الكلمات,anticipation,purple,,,,colour
دقة,trust,,,positive,,emolex
ثقب,anticipation,red,,,,colour
الناقد,fear,grey,,,,colour
النقاد,fear,,,positive,strong,mpqa
التلميذ,anticipation,blue,,,,colour
شراء,anticipation,,active,,,inquirer
شراء,anticipation,white,,,,colour
نقي,trust,,,positive,weak,opinion
المصف,anticipation,white,,positive,,emolex
أرجواني,anticipation,purple,,,,colour
غرض,anticipation,,active,,,inquirer
متأني,trust,,,positive,strong,opinion
لاحق,anticipation,,active,,,inquirer
المطارد,fear,,active,,,inquirer
السعي وراء,anticipation,,active,,,inquirer
لغز,surprise,,,negative,strong,mpqa
متحير,fear,,,negative,strong,opinion
حيرة,fear,,passive,negative,strong,opinion
المحير,fear,,,negative,strong,opinion
هرم,anticipation,yellow,,,,colour
التأهل,joy,grey,,positive,weak,opinion
تأهيل,anticipation,yellow,,positive,,emolex
جودة,anticipation,,,positive,,inquirer
قمع,anticipation,,,negative,,emolex
يطفئ,surprise,,passive,positive,weak,mpqa
سؤال,anticipation,green,,positive,,emolex
الخفايا,anticipation,,,negative,,opinion
بسرعة,anticipation,,active,,weak,mpqa
أسرع,anticipation,,,positive,,opinion
مضغة,anticipation,brown,,,,colour
هامد,anticipation,,,positive,,emolex
أكثر هدوءا,anticipation,,,positive,,opinion
ريشة,anticipation,black,,,,colour
استقال,surprise,,passive,negative,weak,emolex
استقالته,surprise,,passive,negative,weak,emolex
الى حد كبير,anticipation,,,,strong,mpqa
انهزامي,sadness,,,negative,strong,opinion
لغز,anticipation,,,negative,,emolex
داء الكلب,anticipation,,,negative,,emolex
سباق,anticipation,green,active,,,inquirer
فرس الرهان,anticipation,brown,,,,colour
متسابق,anticipation,,active,,,inquirer
عنصرية,anger,,,negative,weak,opinion
عنصري,anger,,,negative,strong,opinion
العنصريين,anger,,,negative,strong,opinion
مضرب تنس,anticipation,,,negative,,emolex
مفعم بالحياة,anticipation,red,,negative,,opinion
أشع,anticipation,yellow,passive,positive,,emolex
رث الثياب,sadness,grey,,negative,strong,opinion
طريق السكك الحديدية,anticipation,grey,,,,colour
تمطر,anticipation,grey,,,,colour
معطف واق من المطر,anticipation,yellow,,,,colour
هطول الأمطار,anticipation,blue,,,,colour
ربى,anticipation,,active,,,inquirer
مجرفة,anticipation,orange,active,,,inquirer
بتمشيط,anticipation,,,negative,,opinion
تجمع,rasor,,active,positive,strong,mpqa
نزهة,anticipation,,active,,,inquirer
متعرش,anticipation,green,,negative,,emolex
متفشيا,sadness,,,negative,strong,opinion
آيل للسقوط,surprise,,,negative,strong,opinion
حقد,disgust,,,negative,strong,opinion
مرتبة,trust,,,negative,strong,mpqa
تبجح,anger,red,,negative,strong,opinion
صراخ,fear,,,negative,strong,opinion
التشدق,disgust,,,negative,,opinion
موسيقى الراب,joy,brown,,,,colour
اغتصاب,anger,,,negative,,opinion
اغتصاب,disgust,,,negative,,opinion
هائج,anger,,,positive,strong,opinion
نشوة,joy,,,positive,strong,opinion
نادر,anticipation,,,,weak,mpqa
نادرا,anticipation,,,,weak,mpqa
الأوغاد,anticipation,,,negative,,opinion
اسئلة,anticipation,grey,,,,colour
معدل,anticipation,green,active,,,inquirer
بدلا,anticipation,,,,strong,mpqa
نسبة,anticipation,black,,,,colour
حصة,anticipation,brown,active,,,inquirer
المنطق,anticipation,grey,,,,colour
عقلانية,trust,blue,,positive,weak,mpqa
ترشيد,trust,,,negative,strong,mpqa
حشرجة الموت,sadness,blue,,negative,strong,opinion
هز,surprise,,,negative,,opinion
صاخب,anticipation,red,,negative,,emolex
غراب أسود,anticipation,black,,,,colour
شعاع,anticipation,yellow,,,,colour
شفرة حادة,fear,,,positive,,opinion
في متناول اليد,anticipation,,,positive,,opinion
رد فعل,anticipation,,passive,,weak,mpqa
رجعي,anger,red,passive,negative,strong,emolex
تفاعل,anticipation,,,,weak,mpqa
تفاعلي,anticipation,,active,,,inquirer
مقروء,anticipation,,,positive,,opinion
قارئ,anticipation,white,,positive,,emolex
بسهولة,surprise,,,positive,weak,emolex
قراءة,anticipation,white,,positive,,emolex
تأقلم,anticipation,grey,,,,colour
تأكيد,trust,,,positive,weak,emolex
التأكيد مجددا,surprise,,,positive,weak,opinion
تدرك,anticipation,,passive,,,inquirer
هل حقا,anticipation,,,,strong,mpqa
حصد,anticipation,,active,positive,,inquirer
خلفي,anticipation,,active,negative,,emolex
إعادة تجميع,anticipation,green,,,,colour
خصم,anticipation,,,positive,,emolex
انفصام شخصيه,reger,,,negative,strong,opinion
تولد من جديد,anticipation,white,,,,colour
رفض,anger,,active,negative,strong,opinion
إعادة بناء,anticipation,,active,,,inquirer
دحض,anticipation,red,active,negative,,emolex
اعد الاتصال,anticipation,,passive,,,inquirer
نكر,surprise,,,negative,strong,opinion
أعاد صياغة,anticipation,red,,positive,,emolex
تراجع,anticipation,,passive,,,inquirer
إيصال,anticipation,white,,,,colour
تسلم,anticipation,,passive,,,inquirer
تم الاستلام,anticipation,,,positive,,emolex
المتلقي,anticipation,green,passive,,,inquirer
عطلة البرلمان,anticipation,grey,,,,colour
نادر,anticipation,,,positive,,emolex
وصفة,anticipation,red,,,,colour
تبادل,anticipation,,,positive,,emolex
استصلاح,anticipation,green,,positive,,emolex
التعرف على,anticipation,,,positive,weak,mpqa
تعرف,anticipation,,passive,,,inquirer
تذكر,anticipation,blue,,,,colour
نوصي,anticipation,,,positive,,opinion
مسجل,anticipation,,,positive,,emolex
تسجيل,anticipation,black,,,,colour
استعاد,anticipation,,,positive,,emolex
الانتصاف,regea,,,negative,weak,opinion
استعادة,resoa,,,positive,weak,opinion
التعافي,anticipation,,,positive,,emolex
تجنيد,anticipation,green,active,,,inquirer
تجنيد,anticipation,,active,,,inquirer
مستطيلي,anticipation,green,,,,colour
رئيس جامعة,trust,black,,,,colour
أحمر,anticipation,red,,,,colour
المحمر,anticipation,red,,,,colour
فداء,trust,,,positive,strong,emolex
احمرار,anticipation,red,,,,colour
إصلاح,anticipation,,,positive,,emolex
وفرة,trust,brown,,negative,weak,opinion
قصب,anticipation,brown,,,,colour
أشير,anticipation,,passive,,,inquirer
استفتاء,anticipation,red,,,,colour
صقل,trust,yellow,active,positive,weak,emolex
التنقيح,trust,,,positive,weak,emolex
مصفاة,anticipation,black,,,,colour
رمم,anticipation,green,,,,colour
تعكس,anticipation,,passive,,,inquirer
يعكس,anticipation,white,,,strong,mpqa
انعكاس,anticipation,,passive,,,inquirer
عاكس,anticipation,blue,,,strong,mpqa
العاكس,anticipation,green,,,,colour
إصلاح,trust,,active,positive,weak,emolex
إعادة تشكيل,surprise,,,positive,,emolex
إصلاح,anticipation,,,positive,,opinion
مصلح,trust,white,,positive,,emolex
إصلاح,anticipation,,,positive,,opinion
الإصلاحات,anticipation,,,positive,,opinion
الانكسار,anticipation,white,,,,colour
النظارة الكاسرة للأشعة,anticipation,blue,,,,colour
المواد المقاومة للحرارة,anticipation,black,,negative,,emolex
امتنع,anticipation,,active,,,inquirer
تحديث,trust,,,positive,weak,opinion
منتعش,anticipation,,,positive,,opinion
منعش,joy,,,positive,strong,emolex
برد,anticipation,white,,,,colour
تبريد,anticipation,blue,,,,colour
لجأ,trust,,,positive,strong,mpqa
إعادة مال,trust,green,active,positive,,opinion
ردها,anticipation,,,positive,,opinion
تجديد,anticipation,,,positive,,emolex
رفض,anger,,,negative,weak,emolex
رفض,surprise,brown,,negative,strong,emolex
يرفض,anticipation,,,negative,,opinion
رافض,anticipation,,,negative,,opinion
استعادة,anticipation,,active,,,inquirer
الشعارات الملكية,anticipation,purple,,,,colour
بغض النظر,anticipation,,,,strong,mpqa
تجدد,anticipation,purple,,,,colour
الإقليمية,anticipation,green,,,,colour
تسجيل,anticipation,,passive,,,inquirer
المسجل,anticipation,,passive,,,inquirer
تراجع,surprise,,passive,negative,weak,emolex
انحسار,surprise,,passive,negative,weak,emolex
متردي,sadness,,,negative,weak,emolex
نادم,sadness,,,negative,strong,opinion
للأسف,sadness,,,negative,strong,opinion
ندم,anticipation,,,negative,,opinion
للأسف,anger,,,negative,strong,opinion
ضبط,anticipation,,active,positive,,emolex
ينظم,anticipation,red,,,,colour
اللائحة,anticipation,black,,,,colour
إعادة تأهيل,trust,,,positive,weak,emolex
إعادة,anticipation,,active,positive,,emolex
يكرر,anticipation,,active,,weak,mpqa
كرر,anticipation,,,,weak,mpqa
تكرر,anticipation,,,,weak,mpqa
مرفوض,anticipation,,,negative,,emolex
رافض,anger,,,negative,,opinion
تجدد,anticipation,,,positive,,emolex
تجدد شبابها,joy,,,positive,,emolex
تجديد شباب,joy,,,positive,,opinion
الاسترخاء,joy,,passive,positive,weak,mpqa
استرخاء,joy,orange,,positive,,emolex
استرخاء,surprise,blue,,positive,weak,opinion
إطلاق سراح,anticipation,,active,,,inquirer
